V1 shortname gene ID
AAK1,chr2,-,69757139,69766553,69757139,69759294,69769654,69769797 AAK1 A3SS 6 AAK1 rMATS_1
PHF20L1,chr8,+,133827919,133828023,133826881,133827134,133829132,133829321 PHF20L1 SE U2 PHF20L1 rMATS_10508
PHF20L1,chr8,+,133827919,133829321,133790037,133827134,133829583,133829790 PHF20L1 SE 11 PHF20L1 rMATS_10509
PHF20L1,chr8,+,133829132,133829321,133826881,133827134,133829583,133829790 PHF20L1 SE 11a PHF20L1 rMATS_10510
PHF20L1,chr8,+,133837279,133837402,133826881,133836305,133837508,133837616 PHF20L1 SE 14 PHF20L1 rMATS_10511
PHF21A,chr11,-,45956671,45956797,45950876,45955776,45957186,45957290 PHF21A SE U1 PHF21A rMATS_10512
PHF21A,chr11,-,45959707,45959863,45958044,45958120,45967390,45967554 PHF21A SE 17 PHF21A rMATS_10513
PHF21A,chr11,-,45992666,45992915,45990338,45991455,46001310,46001517 PHF21A SE 8a PHF21A rMATS_10514
PHF21A,chr11,-,45992666,45992918,45991365,45991455,46001310,46001517 PHF21A SE 8b PHF21A rMATS_10515
PHF21A,chr11,-,45992728,45992918,45991365,45991455,46001310,46001517 PHF21A SE 8 PHF21A rMATS_10516
PHF21A,chr11,-,46070950,46071048,46001072,46001517,46098304,46098370 PHF21A SE U2 PHF21A rMATS_10517
PHF21A,chr11,-,46112005,46112117,46100684,46105853,46113733,46113774 PHF21A SE 3 PHF21A rMATS_10518
PHF21A,chr11,-,46112005,46112132,46112005,46112117,46113733,46113774 PHF21A A3SS 3 PHF21A rMATS_10519
PHF3,chr6,+,64356431,64381260,64345786,64346055,64389900,64390062 PHF3 SE 3a PHF3 rMATS_10520
PHF3,chr6,+,64356431,64381748,64345706,64346055,64389900,64390062 PHF3 SE 3 PHF3 rMATS_10521
PHF3,chr6,+,64401626,64401933,64389900,64390062,64404470,64404654 PHF3 SE 7 PHF3 rMATS_10522
PHF3,chr6,+,64401626,64401933,64394029,64395812,64404470,64404654 PHF3 SE 7_v1 PHF3 rMATS_10523
PHF5A,chr22,-,41863847,41864151,41863451,41863618,41864605,41864708 PHF5A SE 2 PHF5A rMATS_10524
PHIP,chr6,-,79656254,79656324,79655717,79655977,79656427,79656591 PHIP SE U1 PHIP rMATS_10525
PHIP,chr6,-,79657339,79657492,79656254,79656591,79664530,79664680 PHIP SE 36 PHIP rMATS_10526
PHIP,chr6,-,79664948,79664999,79664530,79664680,79668191,79668317 PHIP SE 34 PHIP rMATS_10527
PHIP,chr6,-,79665329,79665353,79664530,79664999,79668191,79668317 PHIP SE 33 PHIP rMATS_10528
PHIP,chr6,-,79665329,79665399,79664530,79664999,79668191,79668317 PHIP SE 33a PHIP rMATS_10529
PHIP,chr6,-,79665329,79668317,79665329,79665353,79668191,79668317 PHIP RI 33-32 PHIP rMATS_10530
PHIP,chr6,-,79675661,79676587,79675419,79675481,79679551,79679634 PHIP SE 28 PHIP rMATS_10531
PHIP,chr6,-,79679551,79679890,79679551,79679634,79679765,79679890 PHIP RI 27-26 PHIP rMATS_10532
PHIP,chr6,-,79679551,79680605,79679551,79679890,79680497,79680605 PHIP RI 27-25 PHIP rMATS_10533
PHIP,chr6,-,79679765,79679890,79679551,79679634,79680497,79680605 PHIP SE 26 PHIP rMATS_10534
PHIP,chr6,-,79679765,79679890,79679551,79679634,79688308,79688428 PHIP SE 26_v1 PHIP rMATS_10535
PHIP,chr6,-,79680497,79680605,79675661,79679634,79688308,79688428 PHIP SE 25 PHIP rMATS_10536
PHIP,chr6,-,79707130,79711841,79707130,79708108,79711615,79711841 PHIP RI 19-17 PHIP rMATS_10537
PHIP,chr6,-,79711427,79711482,79707970,79708108,79711615,79711841 PHIP SE U2 PHIP rMATS_10538
PHIP,chr6,-,79714089,79714153,79707970,79713575,79724798,79724933 PHIP SE U3 PHIP rMATS_10539
PHKA2,chrX,-,18954172,18956867,18954172,18954268,18956809,18956867 PHKA2 RI 11-10 PHKA2 rMATS_10540
PHKA2,chrX,-,18956744,18956867,18956809,18956867,18954172,18954268 PHKA2 A5SS 10 PHKA2 rMATS_10541
PHKB,chr16,+,47496251,47497904,47495272,47495337,47531309,47531399 PHKB SE 2 PHKB rMATS_10542
PHKB,chr16,+,47497792,47497904,47495209,47495337,47531309,47531399 PHKB SE 2b PHKB rMATS_10543
PHKB,chr16,+,47497809,47497904,47495055,47495337,47531309,47531399 PHKB SE 2a PHKB rMATS_10544
PHKB,chr16,+,47545575,47548711,47545575,47545683,47549431,47549512 PHKB A5SS 6 PHKB rMATS_10545
PHKB,chr16,+,47545575,47549512,47545575,47545683,47549431,47549512 PHKB RI 6-7 PHKB rMATS_10546
PHKB,chr16,+,47624215,47624345,47622815,47623013,47627410,47627468 PHKB SE 12 PHKB rMATS_10547
PHKB,chr16,+,47683010,47683115,47682443,47682527,47684454,47684537 PHKB SE 20a PHKB rMATS_10548
PHKB,chr16,+,47683026,47683115,47682443,47682527,47684454,47684537 PHKB SE 20 PHKB rMATS_10549
PHKB,chr16,+,47699852,47699943,47697587,47697645,47703125,47703328 PHKB SE 28 PHKB rMATS_10550
PHPT1,chr9,+,139744954,139745012,139744464,139744589,139745206,139745495 PHPT1 SE 4 PHPT1 rMATS_10551
PHPT1,chr9,+,139744957,139745012,139744464,139744589,139745206,139745495 PHPT1 SE 4a PHPT1 rMATS_10552
PHRF1,chr11,+,581491,582081,581491,581606,581961,582081 PHRF1 RI 2-3 PHRF1 rMATS_10553
PHRF1,chr11,+,581961,582081,580888,581606,587258,587464 PHRF1 SE 3a PHRF1 rMATS_10554
PHRF1,chr11,+,581964,582081,581491,581606,587258,587464 PHRF1 SE 3 PHRF1 rMATS_10555
PHTF1,chr1,-,114249215,114249323,114248364,114248784,114252875,114253097 PHTF1 SE 13 PHTF1 rMATS_10556
PHTF1,chr1,-,114249215,114249344,114237514,114248784,114252875,114253097 PHTF1 SE 13a PHTF1 rMATS_10557
PHTF1,chr1,-,114254561,114254643,114254367,114254457,114255900,114256060 PHTF1 SE 10 PHTF1 rMATS_10558
PHTF1,chr1,-,114254561,114254756,114254367,114254457,114255900,114256605 PHTF1 SE 10b PHTF1 rMATS_10559
PHTF1,chr1,-,114254561,114254790,114254367,114254457,114255900,114256060 PHTF1 SE 10a PHTF1 rMATS_10560
PHTF1,chr1,-,114255900,114256281,114254561,114254735,114267380,114267515 PHTF1 SE 9 PHTF1 rMATS_10561
PHTF1,chr1,-,114267380,114267515,114255900,114262551,114269039,114269080 PHTF1 SE 8 PHTF1 rMATS_10562
PHTF1,chr1,-,114269039,114269196,114269039,114269080,114280731,114280890 PHTF1 A3SS 6 PHTF1 rMATS_10563
PHTF1,chr1,-,114269039,114269196,114269039,114269080,114281351,114281421 PHTF1 A3SS 6_v1 PHTF1 rMATS_10564
PHTF1,chr1,-,114280731,114280890,114269039,114269080,114281351,114281421 PHTF1 SE 5 PHTF1 rMATS_10565
PHTF1,chr1,-,114289479,114292211,114281351,114281421,114300320,114300377 PHTF1 SE U1 PHTF1 rMATS_10566
PHTF1,chr1,-,114291632,114292211,114281351,114281421,114300320,114300377 PHTF1 SE U2 PHTF1 rMATS_10567
PHTF1,chr1,-,114292127,114292211,114281351,114281421,114300320,114300377 PHTF1 SE U3 PHTF1 rMATS_10568
PHTF1,chr1,-,114296893,114300377,114300320,114300377,114281351,114281421 PHTF1 A5SS U4 PHTF1 rMATS_10569
PHTF2,chr7,+,77522908,77522981,77522924,77522981,77469537,77469617 PHTF2 A3SS 4 PHTF2 rMATS_10570
PHTF2,chr7,+,77567026,77567155,77551939,77558644,77569346,77569619 PHTF2 SE 14 PHTF2 rMATS_10571
PI4K2B,chr4,+,25258164,25260812,25258164,25258296,25260658,25260812 PI4K2B RI 7-8 PI4K2B rMATS_10572
PI4K2B,chr4,+,25260643,25260812,25260658,25260812,25258164,25258296 PI4K2B A3SS U1 PI4K2B rMATS_10573
PI4K2B,chr4,+,25260658,25260812,25260673,25260812,25258164,25258296 PI4K2B A3SS 8 PI4K2B rMATS_10574
PI4KA,chr22,-,21082061,21082152,21078419,21081685,21083600,21083794 PI4KA SE U1 PI4KA rMATS_10575
PI4KA,chr22,-,21098915,21099443,21096895,21097052,21101870,21101990 PI4KA SE U2 PI4KA rMATS_10576
PI4KA,chr22,-,21115591,21115674,21115640,21115674,21107397,21107468 PI4KA A5SS U3 PI4KA rMATS_10577
PI4KA,chr22,-,21173928,21174188,21173928,21173998,21174826,21174899 PI4KA A3SS U4 PI4KA rMATS_10578
PI4KB,chr1,-,151297220,151297393,151288048,151288985,151298647,151298849 PI4KB SE 3 PI4KB rMATS_10579
PI4KB,chr1,-,151298647,151298849,151288048,151288985,151299746,151300133 PI4KB SE 2 PI4KB rMATS_10580
PIAS1,chr15,+,68347496,68347569,68346571,68346688,68378643,68379088 PIAS1 SE 2 PIAS1 rMATS_10581
PIAS1,chr15,+,68347496,68349918,68349817,68349918,68346648,68346688 PIAS1 A3SS 2,3 PIAS1 rMATS_10582
PIAS1,chr15,+,68378643,68380228,68378643,68379088,68380156,68380228 PIAS1 RI 4-U PIAS1 rMATS_10583
PIAS1,chr15,+,68378643,68419728,68378643,68379088,68434283,68434368 PIAS1 A5SS 4 PIAS1 rMATS_10584
PIAS1,chr15,+,68378643,68425537,68378643,68380228,68429853,68434368 PIAS1 A5SS U4 PIAS1 rMATS_10585
PIAS1,chr15,+,68380179,68380228,68378643,68379088,68434283,68434368 PIAS1 SE U1 PIAS1 rMATS_10586
PIAS1,chr15,+,68380179,68384788,68378643,68379088,68434283,68434368 PIAS1 SE U2 PIAS1 rMATS_10587
PIAS1,chr15,+,68380182,68380228,68367445,68379088,68434283,68434368 PIAS1 SE U3 PIAS1 rMATS_10588
PIAS1,chr15,+,68429853,68430007,68378643,68379088,68434283,68434368 PIAS1 SE U5 PIAS1 rMATS_10589
PIAS1,chr15,+,68429853,68431514,68378643,68379088,68434283,68434368 PIAS1 SE U6 PIAS1 rMATS_10590
PIAS1,chr15,+,68429853,68431543,68378643,68379088,68434283,68434368 PIAS1 SE U7 PIAS1 rMATS_10591
PIAS1,chr15,+,68434283,68434368,68378643,68379088,68438903,68439038 PIAS1 SE 5 PIAS1 rMATS_10592
PIAS1,chr15,+,68438153,68438244,68429853,68434675,68438903,68439038 PIAS1 SE 7 PIAS1 rMATS_10593
PIAS1,chr15,+,68457068,68466230,68457068,68457142,68466153,68466230 PIAS1 RI 10-11 PIAS1 rMATS_10594
PIAS1,chr15,+,68473549,68480404,68473549,68476005,68479879,68480404 PIAS1 RI 14-16 PIAS1 rMATS_10595
PIAS1,chr15,+,68473763,68476005,68473549,68473692,68479879,68480404 PIAS1 SE 15a PIAS1 rMATS_10596
PIAS1,chr15,+,68475967,68476005,68473549,68473692,68479879,68480404 PIAS1 SE 15b PIAS1 rMATS_10597
PIAS1,chr15,+,68475967,68479011,68473549,68473692,68479879,68480404 PIAS1 SE 15 PIAS1 rMATS_10598
PIAS1,chr15,+,68476327,68479011,68473549,68476005,68479879,68480404 PIAS1 SE U8 PIAS1 rMATS_10599
PIAS2,chr18,-,44424696,44424802,44416319,44424090,44426669,44426804 PIAS2 SE 8 PIAS2 rMATS_10600
PIBF1,chr13,+,73357560,73357859,73355605,73356487,73366584,73366685 PIBF1 SE 2 PIBF1 rMATS_10601
PIBF1,chr13,+,73401870,73402052,73401147,73401256,73409380,73409506 PIBF1 SE 8 PIBF1 rMATS_10602
PIBF1,chr13,+,73467921,73468087,73428194,73428293,73482668,73482819 PIBF1 SE 11 PIBF1 rMATS_10603
PICALM,chr11,-,85685750,85692271,85685750,85685855,85692171,85692271 PICALM RI 21-18a PICALM rMATS_10604
PICALM,chr11,-,85685750,85692271,85685750,85687725,85692171,85692271 PICALM RI 21-18 PICALM rMATS_10605
PICALM,chr11,-,85689112,85689136,85687665,85687725,85692171,85692271 PICALM SE 19 PICALM rMATS_10606
PICALM,chr11,-,85692914,85693046,85692914,85693031,85694908,85695016 PICALM A3SS 16 PICALM rMATS_10607
PICALM,chr11,-,85692914,85695016,85692914,85693031,85694908,85695016 PICALM RI 16-15 PICALM rMATS_10608
PICALM,chr11,-,85694908,85707972,85694908,85695016,85707868,85707972 PICALM RI 15-13 PICALM rMATS_10609
PICALM,chr11,-,85701292,85701421,85694908,85695016,85707868,85707972 PICALM SE 14 PICALM rMATS_10610
PICALM,chr11,-,85701292,85701442,85694908,85695016,85707868,85707972 PICALM SE 14a PICALM rMATS_10611
PICALM,chr11,-,85701292,85701442,85701292,85701421,85707868,85707972 PICALM A3SS 14 PICALM rMATS_10612
PICALM,chr11,-,85712077,85718626,85712077,85714494,85718584,85718626 PICALM RI 11-9 PICALM rMATS_10613
PICALM,chr11,-,85730212,85733512,85725912,85726006,85737333,85737409 PICALM SE 5 PICALM rMATS_10614
PICALM,chr11,-,85733409,85734584,85725912,85726006,85737333,85737409 PICALM SE 5a PICALM rMATS_10615
PICALM,chr11,-,85745874,85745983,85742510,85742653,85779692,85779780 PICALM SE U1 PICALM rMATS_10616
PICK1,chr22,+,38455240,38455352,38453058,38453857,38461008,38461137 PICK1 SE 3 PICK1 rMATS_10617
PIEZO1,chr16,-,88783430,88786129,88783430,88783619,88785981,88786129 FAM38A RI 44-1,44-43 FAM38A rMATS_10618
PIEZO1,chr16,-,88787023,88787156,88786476,88786940,88787573,88787729 FAM38A SE 39 FAM38A rMATS_10619
PIGA,chrX,-,15337572,15344168,15337572,15343274,15344035,15344168 PIGA RI 6-3 PIGA rMATS_10620
PIGA,chrX,-,15337572,15350114,15337572,15346773,15349995,15350114 PIGA RI 6-2a PIGA rMATS_10621
PIGA,chrX,-,15337572,15350114,15337572,15349421,15349995,15350114 PIGA RI 6-2 PIGA rMATS_10622
PIGA,chrX,-,15346711,15350114,15344035,15344168,15353622,15353676 PIGA SE 2f PIGA rMATS_10623
PIGA,chrX,-,15349337,15349421,15337572,15344168,15353622,15353663 PIGA SE 2 PIGA rMATS_10624
PIGA,chrX,-,15349337,15349489,15342786,15344168,15349711,15350114 PIGA SE 2c PIGA rMATS_10625
PIGA,chrX,-,15349337,15349489,15342786,15344168,15353622,15353659 PIGA SE 2d_v1 PIGA rMATS_10626
PIGA,chrX,-,15349711,15350114,15342786,15344168,15353622,15353650 PIGA SE 2g PIGA rMATS_10627
PIGA,chrX,-,15349711,15350114,15346711,15349421,15353622,15353650 PIGA SE 2h_v1 PIGA rMATS_10628
PIGA,chrX,-,15349941,15350114,15343141,15344168,15353622,15353675 PIGA SE 2e PIGA rMATS_10629
PIGA,chrX,-,15349995,15350114,15337572,15344168,15353622,15353649 PIGA SE 2a PIGA rMATS_10630
PIGA,chrX,-,15349995,15350114,15337572,15349421,15353622,15353649 PIGA SE 2b_v1 PIGA rMATS_10631
PIGB,chr15,+,55642896,55643110,55633935,55634000,55646995,55647176 PIGB SE 10a PIGB rMATS_10632
PIGB,chr15,+,55642989,55643110,55633935,55634000,55646995,55647176 PIGB SE 10 PIGB rMATS_10633
PIGQ,chr16,+,628784,629180,628784,628938,629126,629180 PIGQ RI 9-10 PIGQ rMATS_10634
PIGS,chr17,-,26888439,26888931,26888439,26888647,26890448,26890540 PIGS A3SS 6 PIGS rMATS_10635
PIGT,chr20,+,44047491,44047619,44044651,44045334,44047934,44048035 PIGT SE 3 PIGT rMATS_10636
PIGT,chr20,+,44047491,44047619,44044706,44044983,44047934,44048035 PIGT SE 3_v1 PIGT rMATS_10637
PIGT,chr20,+,44050022,44050056,44049167,44049333,44052855,44053021 PIGT SE 9 PIGT rMATS_10638
PIK3AP1,chr10,-,98412454,98412599,98411004,98411408,98416554,98416691 PIK3AP1 SE 5 PIK3AP1 rMATS_10639
PIK3C2A,chr11,-,17122824,17122981,17121406,17121516,17124208,17124378 PIK3C2A SE 26 PIK3C2A rMATS_10640
PIK3C2A,chr11,-,17140191,17143880,17140191,17141521,17143734,17143880 PIK3C2A RI 19-16 PIK3C2A rMATS_10641
PIK3C2A,chr11,-,17140766,17140860,17140191,17140286,17141332,17141379 PIK3C2A SE 18 PIK3C2A rMATS_10642
PIK3C2A,chr11,-,17156365,17156576,17156365,17156503,17156657,17156706 PIK3C2A A3SS 11 PIK3C2A rMATS_10643
PIK3C2A,chr11,-,17156365,17167278,17156365,17158172,17167214,17167278 PIK3C2A RI 11-8 PIK3C2A rMATS_10644
PIK3C2A,chr11,-,17158028,17158172,17153701,17156706,17167214,17167278 PIK3C2A SE 9 PIK3C2A rMATS_10645
PIK3C2A,chr11,-,17170213,17170334,17169063,17169175,17172044,17172202 PIK3C2A SE 5 PIK3C2A rMATS_10646
PIK3C3,chr18,+,39570422,39573305,39570422,39570518,39573233,39573305 PIK3C3 RI 6-7 PIK3C3 rMATS_10647
PIK3C3,chr18,+,39620640,39620705,39618744,39618814,39623696,39623781 PIK3C3 SE 19 PIK3C3 rMATS_10648
PIK3CA,chr3,+,178928199,178928353,178927973,178928126,178935997,178936122 PIK3CA SE 9 PIK3CA rMATS_10649
PIK3CA,chr3,+,178928218,178928353,178927382,178928126,178935997,178936122 PIK3CA SE 9a PIK3CA rMATS_10650
PIK3CA,chr3,+,178942487,178942609,178941868,178941975,178943749,178943828 PIK3CA SE 16 PIK3CA rMATS_10651
PIK3CB,chr3,-,138407716,138407816,138403466,138403645,138409841,138409904 PIK3CB SE 14 PIK3CB rMATS_10652
PIK3CB,chr3,-,138407716,138407816,138403466,138403645,138417748,138417937 PIK3CB SE 14_v1 PIK3CB rMATS_10653
PIK3CD,chr1,+,9784026,9784150,9782585,9783350,9784333,9784463 PIK3CD SE 23 PIK3CD rMATS_10654
PIK3CG,chr7,+,106505722,106505871,106505722,106505795,106507994,106510001 PIK3CG A5SS 1 PIK3CG rMATS_10655
PIK3CG,chr7,+,106522977,106523050,106519963,106522652,106523477,106523608 PIK3CG SE U1 PIK3CG rMATS_10656
PIK3CG,chr7,+,106529866,106545457,106526579,106526737,106545553,106549423 PIK3CG SE U2 PIK3CG rMATS_10657
PIK3IP1,chr22,-,31682372,31685379,31672723,31679274,31685484,31685685 PIK3IP1 SE 5 PIK3IP1 rMATS_10658
PIK3IP1,chr22,-,31685300,31685379,31672774,31679274,31685484,31685649 PIK3IP1 SE 5a PIK3IP1 rMATS_10659
PIK3R1,chr5,+,67550146,67553170,67522117,67522837,67569217,67569310 PIK3R1 SE U1 PIK3R1 rMATS_10660
PIK3R1,chr5,+,67569574,67569841,67569217,67569310,67575429,67576557 PIK3R1 SE 4 PIK3R1 rMATS_10661
PIK3R1,chr5,+,67576754,67586662,67576754,67576834,67588086,67588189 PIK3R1 A5SS 7,8,9 PIK3R1 rMATS_10662
PIK3R2.IFI30,chr19,+,18286120,18286507,18286120,18286195,18286414,18286507 IFI30,PIK3R2 RI 3-22,3-4,21-22,21-4 IFI30,PIK3R2 rMATS_10663
PIK3R4,chr3,-,130454712,130454776,130452391,130452974,130463329,130464108 PIK3R4 SE 3a PIK3R4 rMATS_10664
PIK3R4,chr3,-,130454712,130454846,130452268,130452974,130463329,130464108 PIK3R4 SE 3c PIK3R4 rMATS_10665
PIK3R4,chr3,-,130454712,130454868,130452391,130452974,130463329,130464108 PIK3R4 SE 3b PIK3R4 rMATS_10666
PIK3R4,chr3,-,130454712,130455671,130452391,130452974,130463329,130464108 PIK3R4 SE 3 PIK3R4 rMATS_10667
PIK3R5,chr17,-,8791487,8792208,8790412,8790538,8792455,8792539 PIK3R5 SE 14 PIK3R5 rMATS_10668
PIK3R5,chr17,-,8794054,8794229,8791487,8793443,8796902,8796972 PIK3R5 SE 11 PIK3R5 rMATS_10669
PIKFYVE,chr2,+,209138307,209142432,209138307,209141554,209142260,209142432 PIKFYVE RI 3-6 PIKFYVE rMATS_10670
PIKFYVE,chr2,+,209138741,209138777,209135695,209138457,209141435,209141554 PIKFYVE SE 4 PIKFYVE rMATS_10671
PIKFYVE,chr2,+,209138744,209138777,209136945,209138457,209141435,209141554 PIKFYVE SE 4a PIKFYVE rMATS_10672
PIKFYVE,chr2,+,209141435,209141554,209136234,209138457,209150449,209150657 PIKFYVE SE 5 PIKFYVE rMATS_10673
PIKFYVE,chr2,+,209141435,209142432,209141435,209141554,209142343,209142432 PIKFYVE RI 5-6 PIKFYVE rMATS_10674
PIKFYVE,chr2,+,209141435,209150657,209141435,209142432,209150449,209150657 PIKFYVE RI 5-7 PIKFYVE rMATS_10675
PIKFYVE,chr2,+,209141435,209153542,209141435,209142432,209153452,209153542 PIKFYVE RI 5-8a PIKFYVE rMATS_10676
PIKFYVE,chr2,+,209141435,209153542,209141435,209150657,209153452,209153542 PIKFYVE RI 5-8 PIKFYVE rMATS_10677
PIKFYVE,chr2,+,209142260,209142432,209136882,209138457,209150449,209150657 PIKFYVE SE 6 PIKFYVE rMATS_10678
PIKFYVE,chr2,+,209142260,209142432,209138307,209141554,209150449,209150657 PIKFYVE SE 6_v1 PIKFYVE rMATS_10679
PIKFYVE,chr2,+,209142260,209142432,209138307,209141554,209153452,209153542 PIKFYVE SE 6_v2 PIKFYVE rMATS_10680
PIKFYVE,chr2,+,209150449,209150657,209138744,209141554,209153452,209153542 PIKFYVE SE 7 PIKFYVE rMATS_10681
PIKFYVE,chr2,+,209150449,209150657,209141435,209142432,209153452,209153542 PIKFYVE SE 7_v1 PIKFYVE rMATS_10682
PIKFYVE,chr2,+,209166965,209167077,209165660,209165818,209168894,209169024 PIKFYVE SE 11a PIKFYVE rMATS_10683
PIKFYVE,chr2,+,209166965,209168432,209165660,209165818,209168894,209169042 PIKFYVE SE 11 PIKFYVE rMATS_10684
PIKFYVE,chr2,+,209168894,209169042,209168894,209169024,209176959,209177019 PIKFYVE A5SS 12 PIKFYVE rMATS_10685
PIKFYVE,chr2,+,209168894,209177019,209168894,209169042,209176959,209177019 PIKFYVE RI 12-14a PIKFYVE rMATS_10686
PIKFYVE,chr2,+,209168894,209177019,209168894,209175603,209176959,209177019 PIKFYVE RI 12-14 PIKFYVE rMATS_10687
PIKFYVE,chr2,+,209169569,209169737,209165660,209169042,209176959,209177019 PIKFYVE SE 13 PIKFYVE rMATS_10688
PIKFYVE,chr2,+,209182590,209185083,209182590,209182665,209185017,209185083 PIKFYVE RI 17-18 PIKFYVE rMATS_10689
PIKFYVE,chr2,+,209184975,209185083,209185017,209185083,209182590,209182665 PIKFYVE A3SS 18 PIKFYVE rMATS_10690
PIKFYVE,chr2,+,209189634,209191153,209189634,209189761,209191057,209191153 PIKFYVE RI 20-21 PIKFYVE rMATS_10691
PIKFYVE,chr2,+,209189993,209190350,209189634,209189761,209191057,209191153 PIKFYVE SE 21 PIKFYVE rMATS_10692
PIKFYVE,chr2,+,209190217,209191153,209191057,209191153,209189634,209189761 PIKFYVE A3SS 21 PIKFYVE rMATS_10693
PIKFYVE,chr2,+,209192903,209200143,209192903,209198217,209200029,209200143 PIKFYVE RI 22-26 PIKFYVE rMATS_10694
PIKFYVE,chr2,+,209194565,209194637,209189993,209193004,209195246,209195418 PIKFYVE SE 23 PIKFYVE rMATS_10695
PIKFYVE,chr2,+,209194565,209194637,209189993,209193004,209200029,209200143 PIKFYVE SE 23_v1 PIKFYVE rMATS_10696
PIKFYVE,chr2,+,209195226,209195418,209194565,209194637,209200029,209200143 PIKFYVE SE 24 PIKFYVE rMATS_10697
PIKFYVE,chr2,+,209195246,209195418,209192903,209193004,209200029,209200143 PIKFYVE SE 24a PIKFYVE rMATS_10698
PIKFYVE,chr2,+,209195246,209195418,209192903,209194637,209200029,209200143 PIKFYVE SE 24_v1 PIKFYVE rMATS_10699
PIKFYVE,chr2,+,209198038,209198217,209192903,209195418,209200029,209200143 PIKFYVE SE 25b PIKFYVE rMATS_10700
PIKFYVE,chr2,+,209198038,209198217,209194565,209194637,209200029,209200143 PIKFYVE SE 25c_v1 PIKFYVE rMATS_10701
PIKFYVE,chr2,+,209198038,209198217,209198106,209198217,209192903,209195418 PIKFYVE A3SS 25 PIKFYVE rMATS_10702
PIKFYVE,chr2,+,209198106,209198217,209192903,209193004,209200029,209200143 PIKFYVE SE 25 PIKFYVE rMATS_10703
PIKFYVE,chr2,+,209198106,209198217,209194565,209194637,209200029,209200143 PIKFYVE SE 25a_v1 PIKFYVE rMATS_10704
PIKFYVE,chr2,+,209212582,209212747,209210773,209210871,209214747,209214807 PIKFYVE SE 36 PIKFYVE rMATS_10705
PIKFYVE,chr2,+,209216075,209216179,209213875,209215671,209217377,209217506 PIKFYVE SE 39 PIKFYVE rMATS_10706
PILRA,chr7,+,99987510,99987729,99964971,99972056,99995501,99995535 PILRA SE U1 PILRA rMATS_10707
PILRA,chr7,+,99987510,99987729,99964971,99972056,99996913,99996963 PILRA SE U2 PILRA rMATS_10708
PILRB,chr7,+,99933923,99933960,99933701,99933843,99935801,99935887 PILRB SE U1 PILRB rMATS_10709
PILRB,chr7,+,99938567,99943591,99943566,99943591,99936395,99936512 PILRB A3SS U2 PILRB rMATS_10710
PILRB,chr7,+,99938567,99949033,99938567,99947510,99948874,99949033 PILRB RI U-U PILRB rMATS_10711
PILRB,chr7,+,99943487,99943591,99935801,99936512,99947421,99947510 PILRB SE U4 PILRB rMATS_10712
PILRB,chr7,+,99943487,99943591,99943566,99943591,99936395,99936512 PILRB A3SS U3 PILRB rMATS_10713
PILRB,chr7,+,99943487,99948438,99943487,99947510,99948874,99950101 PILRB A5SS U5 PILRB rMATS_10714
PILRB,chr7,+,99948874,99949494,99941656,99947510,99949785,99950101 PILRB SE U6 PILRB rMATS_10715
PILRB,chr7,+,99953314,99954462,99954372,99954462,99952765,99952863 PILRB A3SS U7 PILRB rMATS_10716
PILRB,chr7,+,99954016,99954462,99954372,99954462,99950995,99952863 PILRB A3SS U8 PILRB rMATS_10717
PILRB,chr7,+,99954198,99954506,99954372,99954506,99952765,99952863 PILRB A3SS U9 PILRB rMATS_10718
PILRB,chr7,+,99955842,99955989,99955849,99955989,99952765,99954506 PILRB A3SS U10 PILRB rMATS_10719
PIM1,chr6,+,37138756,37139267,37138756,37138807,37138974,37139267 PIM1 RI 3-4 PIM1 rMATS_10720
PIM2,chrX,-,48771671,48771724,48771040,48771571,48772296,48772493 PIM2 SE 5 PIM2 rMATS_10721
PIM2,chrX,-,48771671,48771841,48769828,48771571,48772296,48772669 PIM2 SE 5a PIM2 rMATS_10722
PIM2,chrX,-,48771671,48771848,48767090,48771571,48772296,48772564 PIM2 SE 5b PIM2 rMATS_10723
PIM2,chrX,-,48772296,48773019,48771469,48771571,48775057,48775108 PIM2 SE 4 PIM2 rMATS_10724
PIN1,chr19,+,9959765,9960365,9959765,9959877,9960208,9960365 PIN1 RI 5-5a PIN1 rMATS_10725
PIN1,chr19,+,9959765,9960365,9959765,9959987,9960208,9960365 PIN1 RI 5-5 PIN1 rMATS_10726
PIP4K2A,chr10,-,22880557,22880696,22862239,22862386,22896855,22896952 PIP5K2A SE 5 PIP5K2A rMATS_10727
PIP5K1A,chr1,+,151214598,151214745,151212430,151212515,151214913,151215043 PIP5K1A SE 15 PIP5K1A rMATS_10728
PIP5K1B,chr9,+,71478752,71478883,71437509,71437599,71491592,71491710 PIP5K1B SE 7 PIP5K1B rMATS_10729
PIP5K1B,chr9,+,71606055,71606173,71555561,71555706,71623362,71623475 PIP5K1B SE 21 PIP5K1B rMATS_10730
PIP5K1C,chr19,-,3661370,3661524,3660963,3661081,3661868,3661999 PIP5K1C SE U1 PIP5K1C rMATS_10731
PITPNM1,chr11,-,67264530,67264582,67263569,67263819,67264701,67264907 PITPNM1 SE U1 PITPNM1 rMATS_10732
PITRM1,chr10,-,3182878,3183004,3182878,3182957,3185580,3185693 PITRM1 A3SS 24 PITRM1 rMATS_10733
PITRM1,chr10,-,3199121,3199256,3197782,3197921,3199626,3199723 PITRM1 SE 13 PITRM1 rMATS_10734
